"","Var1","Freq"
"5888","rights",3
"5889","rigid",2
"5890","ring",17
"5891","ringing",2
"5892","rings",3
"5893","rise",5
"5894","risen",4
"5895","riser",1
"5896","risers",1
"5897","rising",9
"5898","risk",3
"5899","risks",1
"5900","rival",1
"5901","river",7
"5902","riverside",2
"5903","riveted",1
"5904","road",32
"5905","roads",4
"5906","roadway",1
"5907","roar",2
"5908","roared",2
"5909","roasting",1
"5910","robber",1
"5911","robberies",2
"5912","robbery",8
"5913","robert",6
"5914","robinson",1
"5915","rocked",1
"5916","rocket",4
"5917","rockies",1
"5918","rod",1
"5919","rogue",2
"5920","role",1
"5921","roll",1
"5922","rolled",6
"5923","rolling",1
"5924","romper",1
"5925","roof",9
"5926","roofed",1
"5927","roofs",3
"5928","room",171
"5929","rooms",29
"5930","roots",3
"5931","rope",9
"5932","ropes",1
"5933","rose",26
"5934","ross",13
"5935","rotterdam",1
"5936","rough",4
"5937","roughly",2
"5938","roughs",3
"5939","round",81
"5940","rounded",1
"5941","rounds",1
"5942","rouse",1
"5943","roused",3
"5944","routine",3
"5945","row",5
"5946","royal",4
"5947","roylott",14
"5948","roylott's",7
"5949","roylotts",2
"5950","rubbed",3
"5951","rubber",4
"5952","rubbing",4
"5953","ruby",1
"5954","rucastle",34
"5955","rucastle's",4
"5956","rucastles",4
"5957","ruddy",1
"5958","rude",2
"5959","rueful",1
"5960","ruefully",3
"5961","ruffian",1
"5962","ruffians",1
"5963","rug",3
"5964","ruin",7
"5965","ruined",2
"5966","rule",6
"5967","rules",1
"5968","rumble",1
"5969","rummaged",3
"5970","rumour",1
"5971","rumours",3
"5972","run",14
"5973","running",13
"5974","runs",5
"5975","rural",1
"5976","ruse",1
"5977","rush",7
"5978","rushed",33
"5979","rushes",1
"5980","rushing",5
"5981","russell's",1
"5982","russian",1
"5983","rustic",1
"5984","rusty",2
"5985","ruthless",1
"5986","ryder",11
"5987","ryder's",1
"5988","s",4
"5989","sable",1
"5990","sacrifice",2
"5991","sacrificed",1
"5992","sacrificing",1
"5993","sad",6
"5994","saddest",1
"5995","saddles",1
"5996","sadly",1
"5997","safe",20
"5998","safeguard",1
"5999","safely",4
"6000","safer",2
"6001","safes",1
"6002","safety",5
"6003","said",486
"6004","sailed",1
"6005","sailing",4
"6006","sailor",1
"6007","sake",11
"6008","salary",6
"6009","salesman",9
"6010","sallies",1
"6011","sallow",5
"6012","sally",1
"6013","salt",1
"6014","saluted",1
"6015","same",56
"6016","sample",2
"6017","san",2
"6018","sand",1
"6019","sandwich",1
"6020","sandwiched",2
"6021","sank",6
"6022","sarasate",1
"6023","sardonic",1
"6024","sat",54
"6025","satin",1
"6026","satisfaction",5
"6027","satisfactory",1
"6028","satisfied",5
"6029","satisfy",3
"6030","satisfying",1
"6031","saturated",1
"6032","saturday",5
"6033","saturday's",1
"6034","saucer",3
"6035","savage",2
"6036","savagely",2
"6037","savannah",5
"6038","save",37
"6039","saved",9
"6040","saving",2
"6041","saviour",1
"6042","saviour's",1
"6043","saw",89
"6044","saxe",7
"6045","saxon",1
"6046","say",94
"6047","saying",10
"6048","says",15
"6049","scaffolding",1
"6050","scala",1
"6051","scale",1
"6052","scales",1
"6053","scandal",13
"6054","scandals",1
"6055","scandinavia",2
"6056","scar",4
"6057","scared",2
"6058","scarlet",3
"6059","scattered",7
"6060","scene",14
"6061","scenery",2
"6062","scenes",1
"6063","scent",6
"6064","sceptic",1
"6065","schemer",1
"6066","scheming",1
"6067","school",4
"6068","schoolmaster",2
"6069","schools",1
"6070","science",2
"6071","scintillating",1
"6072","scissors",3
"6073","scored",2
"6074","scores",1
"6075","scorn",1
"6076","scotch",2
"6077","scotia",1
"6078","scotland",11
"6079","scott",1
"6080","scoundrel",5
"6081","scraped",2
"6082","scraping",1
"6083","scratch",1
"6084","scratching",1
"6085","scrawl",1
"6086","scrawled",3
"6087","scream",5
"6088","screamed",6
"6089","screaming",2
"6090","screams",1
"6091","screen",1
"6092","screening",2
"6093","scribble",1
"6094","scribbled",1
"6095","scruples",1
"6096","scrupulous",1
"6097","scuffle",3
"6098","scummed",1
"6099","sea",4
"6100","seal",2
"6101","sealed",3
"6102","seaman",1
"6103","seamed",1
"6104","seaports",1
"6105","search",11
"6106","searched",4
"6107","searching",3
"6108","seared",2
"6109","season",4
"6110","seasonable",1
"6111","seat",11
"6112","seated",6
"6113","seats",2
"6114","secluded",1
"6115","second",25
"6116","seconds",3
"6117","secrecy",7
"6118","secret",20
"6119","secretary",3
"6120","secreted",1
"6121","secreting",1
"6122","secretive",1
"6123","secretly",1
"6124","secrets",1
"6125","secure",10
"6126","secured",3
"6127","securer",2
"6128","securing",1
"6129","security",6
"6130","sedentary",1
"6131","see",229
"6132","seeds",1
"6133","seedy",2
"6134","seeing",22
"6135","seek",4
"6136","seeking",1
"6137","seem",17
"6138","seemed",69
"6139","seems",28
"6140","seen",72
"6141","sees",2
"6142","seize",1
"6143","seized",10
"6144","seldom",6
"6145","select",3
"6146","selection",1
"6147","selections",1
"6148","self",13
"6149","selfish",1
"6150","selfishness",1
"6151","sell",5
"6152","seller",1
"6153","semicircle",1
"6154","send",13
"6155","senders",1
"6156","sending",1
"6157","sends",1
"6158","senility",1
"6159","senior",2
"6160","sensation",1
"6161","sensational",3
"6162","sensationalism",2
"6163","sensations",1
"6164","sense",9
"6165","senseless",3
"6166","senses",2
"6167","sensible",1
"6168","sensitive",1
"6169","sent",20
"6170","sentence",4
"6171","sentimental",1
"6172","sentinel",1
"6173","separate",4
"6174","separated",2
"6175","separation",1
"6176","september",1
"6177","sequel",1
"6178","sequence",2
"6179","serenely",2
"6180","series",8
"6181","serious",18
"6182","seriously",5
"6183","serpent",1
"6184","serpentine",8
"6185","servant",6
"6186","servants",8
"6187","serve",3
"6188","served",6
"6189","serves",2
"6190","service",4
"6191","services",4
"6192","serving",2
"6193","servitude",1
"6194","set",43
"6195","settee",1
"6196","setter",1
"6197","setting",1
"6198","settle",7
"6199","settled",8
"6200","settles",2
"6201","settling",2
"6202","seven",32
"6203","seventeen",1
"6204","seventy",1
"6205","several",30
"6206","severe",3
"6207","severed",1
"6208","severely",2
"6209","severn",1
"6210","sewing",1
"6211","sewn",1
"6212","sex",1
"6213","shabbily",1
"6214","shabby",2
"6215","shade",8
"6216","shades",1
"6217","shading",1
"6218","shadow",10
"6219","shadows",1
"6220","shag",4
"6221","shake",5
"6222","shaken",4
"6223","shaking",9
"6224","shall",169
"6225","shamefaced",1
"6226","shamefully",2
"6227","shan't",1
"6228","shape",7
"6229","shaped",2
"6230","shapeless",2
"6231","share",5
"6232","shared",1
"6233","sharing",2
"6234","sharp",16
"6235","sharpened",1
"6236","sharply",4
"6237","shattered",6
"6238","shave",2
"6239","shaven",3
"6240","shaving",1
"6241","shawl",1
"6242","she",426
"6243","shed",1
"6244","sheep",1
"6245","sheer",2
"6246","sheet",12
"6247","sheets",3
"6248","shelf",5
"6249","shelter",1
"6250","shelves",2
"6251","shepherd's",1
"6252","sherlock",97
"6253","sherry",2
"6254","shift",1
"6255","shilling",1
"6256","shillings",3
"6257","shimmering",1
"6258","shining",12
"6259","shiny",4
"6260","ship",10
"6261","ship's",1
"6262","shipping",1
"6263","ships",1
"6264","shipwreck",1
"6265","shirt",5
"6266","shiver",1
"6267","shivering",1
"6268","shock",6
"6269","shocked",2
"6270","shoe",1
"6271","shoes",6
"6272","sholto",1
"6273","sholtos",1
"6274","shone",6
"6275","shook",16
"6276","shooting",2
"6277","shoots",1
"6278","shop",5
"6279","shopping",1
"6280","shops",1
"6281","short",22
"6282","shortcomings",1
"6283","shorter",2
"6284","shortly",9
"6285","shot",14
"6286","shots",1
"6287","should",210
"6288","shoulder",14
"6289","shoulders",16
"6290","shouldn't",1
"6291","shouted",9
"6292","shouting",3
"6293","shouts",1
"6294","shoves",1
"6295","shoving",1
"6296","show",16
"6297","showed",20
"6298","showing",7
"6299","shown",20
"6300","shows",4
"6301","shriek",4
"6302","shrieked",6
"6303","shrilly",1
"6304","shrimp",1
"6305","shrug",1
"6306","shrugged",8
"6307","shrunk",2
"6308","shudder",1
"6309","shuddered",1
"6310","shuffled",1
"6311","shut",6
"6312","shutter",4
"6313","shuttered",2
"6314","shutters",10
"6315","shutting",1
"6316","shy",1
"6317","sick",2
"6318","sickness",2
"6319","side",88
"6320","sideboard",6
"6321","sided",2
"6322","sidelong",1
"6323","sides",3
"6324","sideways",1
"6325","sidled",1
"6326","sigh",1
"6327","sighing",1
"6328","sight",21
"6329","sigismond",1
"6330","sign",19
"6331","signal",7
"6332","signalled",1
"6333","signature",5
"6334","signed",3
"6335","signet",1
"6336","significant",1
"6337","signs",13
"6338","silence",24
"6339","silent",19
"6340","silently",3
"6341","silhouette",1
"6342","silk",5
"6343","sill",6
"6344","silly",1
"6345","silver",3
"6346","silvered",1
"6347","similar",5
"6348","simon",39
"6349","simon's",1
"6350","simple",19
"6351","simpler",2
"6352","simplest",1
"6353","simplicity",1
"6354","simplifies",1
"6355","simplify",1
"6356","simply",3
"6357","sin",1
"6358","since",39
"6359","sinewy",1
"6360","single",19
"6361","sings",2
"6362","singular",33
"6363","singularity",1
"6364","singularly",1
"6365","sinister",10
"6366","sink",2
"6367","sinking",3
"6368","sinned",1
"6369","sins",2
"6370","sir",79
"6371","sister",26
"6372","sister's",8
"6373","sit",17
"6374","site",1
"6375","sits",2
"6376","sitting",33
"6377","situated",2
"6378","situation",13
"6379","six",29
"6380","sixteen",1
"6381","sixty",1
"6382","size",7
"6383","sized",3
"6384","sketch",2
"6385","sketched",1
"6386","skill",7
"6387","skin",3
"6388","skinned",2
"6389","skirmishes",1
"6390","skirt",2
"6391","skirts",1
"6392","skull",1
"6393","sky",4
"6394","skylight",4
"6395","slab",1
"6396","slabs",2
"6397","slam",2
"6398","slammed",3
"6399","slang",2
"6400","slapped",1
"6401","slashed",1
"6402","slate",2
"6403","slave",1
"6404","slavey",1
"6405","sleep",11
"6406","sleeper",3
"6407","sleepers",2
"6408","sleepily",1
"6409","sleeping",3
"6410","sleepless",1
"6411","sleeps",2
"6412","sleepy",3
"6413","sleeve",5
"6414","sleeves",5
"6415","slept",5
"6416","sleuth",1
"6417","slice",1
"6418","slide",1
"6419","sliding",2
"6420","slight",15
"6421","slighted",1
"6422","slighter",1
"6423","slightly",2
"6424","slim",2
"6425","slink",1
"6426","slip",8
"6427","slipped",13
"6428","slipper",1
"6429","slippers",3
"6430","slippery",1
"6431","slipping",3
"6432","slit",3
"6433","slits",1
"6434","slitting",1
"6435","slop",1
"6436","slope",2
"6437","slopes",1
"6438","sloping",1
"6439","slovenly",1
"6440","slow",6
"6441","slowly",19
"6442","sluggishly",1
"6443","slumber",1
"6444","slums",1
"6445","slung",1
"6446","slurred",1
"6447","slurring",1
"6448","slut",1
"6449","sly",2
"6450","smack",3
"6451","small",79
"6452","smaller",2
"6453","smallest",2
"6454","smart",2
"6455","smarter",1
"6456","smartest",1
"6457","smarting",1
"6458","smashed",1
"6459","smasher",1
"6460","smear",1
"6461","smearing",2
"6462","smell",8
"6463","smelling",2
"6464","smile",7
"6465","smiled",6
"6466","smiles",1
"6467","smiling",16
"6468","smoke",14
"6469","smoked",4
"6470","smokeless",1
"6471","smokes",2
"6472","smoking",4
"6473","smooth",3
"6474","smoothed",1
"6475","smoothing",1
"6476","smoothness",1
"6477","smudge",1
"6478","snake",5
"6479","snakish",1
"6480","snap",2
"6481","snapped",2
"6482","snapping",1
"6483","snarl",2
"6484","snarled",2
"6485","snatched",2
"6486","snatches",1
"6487","sneer",5
"6488","snigger",1
"6489","snoring",1
"6490","snow",11
"6491","snuff",4
"6492","snuffbox",1
"6493","snug",1
"6494","so",449
"6495","soaked",1
"6496","sob",2
"6497","sobbed",2
"6498","sobbing",1
"6499","sober",1
"6500","sobered",1
"6501","social",3
"6502","society",14
"6503","society's",1
"6504","socket",1
"6505","socks",1
"6506","soda",2
"6507","sodden",2
"6508","sofa",9
"6509","soft",4
"6510","softened",1
"6511","softer",1
"6512","softly",3
"6513","soie",1
"6514","sold",7
"6515","solder",1
"6516","soldier",1
"6517","soldiers",1
"6518","sole",4
"6519","soled",1
"6520","solely",1
"6521","solemn",2
"6522","solemnly",4
"6523","soles",1
"6524","solicitor",1
"6525","solid",5
"6526","solitude",1
"6527","solution",10
"6528","solve",6
"6529","solved",10
"6530","sombre",4
"6531","some",244
"6532","somehow",1
"6533","someone",19
"6534","something",65
"6535","sometimes",12
"6536","somewhat",8
"6537","somewhere",7
"6538","son",46
"6539","son's",5
"6540","songs",1
"6541","sons",1
"6542","soon",39
"6543","sooner",4
"6544","soothed",1
"6545","soothing",4
"6546","soothingly",1
"6547","sophy",1
"6548","sore",1
"6549","sorely",1
"6550","sorrow",3
"6551","sorry",10
"6552","sort",23
"6553","sots",1
"6554","sottish",1
"6555","sought",1
"6556","soul",10
"6557","souls",1
"6558","sound",31
"6559","sounded",2
"6560","sounding",1
"6561","sounds",4
"6562","sour",1
"6563","source",2
"6564","south",7
"6565","southampton",3
"6566","southern",4
"6567","southerton's",1
"6568","souvenir",1
"6569","sovereign",5
"6570","sovereigns",1
"6571","space",1
"6572","span",1
"6573","spare",8
"6574","spared",2
"6575","spark",3
"6576","sparkled",2
"6577","sparkles",1
"6578","spattered",1
"6579","spaulding",8
"6580","speak",20
"6581","speaking",3
"6582","speaks",2
"6583","special",4
"6584","specialist",1
"6585","specimen",2
"6586","speciously",1
"6587","speckled",5
"6588","speckles",1
"6589","spectacle",2
"6590","spectacles",1
"6591","spectators",1
"6592","speech",6
"6593","speed",1
"6594","speedily",3
"6595","speeding",1
"6596","speedy",1
"6597","spell",1
"6598","spellbound",1
"6599","spence",2
"6600","spend",6
"6601","spent",10
"6602","spies",2
"6603","spine",1
"6604","spinning",2
"6605","spinster",1
"6606","spirit",1
"6607","spirits",6
"6608","spite",10
"6609","splash",3
"6610","splashed",1
"6611","splashing",1
"6612","splendid",1
"6613","splendidly",1
"6614","splendour",1
"6615","spoiled",2
"6616","spoils",1
"6617","spoke",27
"6618","spoken",13
"6619","sponge",3
"6620","sponged",1
"6621","spongy",1
"6622","sporadic",1
"6623","sport",1
"6624","spot",3
"6625","spots",1
"6626","spotted",3
"6627","spouting",1
"6628","sprang",23
"6629","spread",2
"6630","spreading",1
"6631","sprig",1
"6632","spring",6
"6633","springing",3
"6634","springs",1
"6635","sprung",2
"6636","spun",1
"6637","squalid",1
"6638","squander",1
"6639","square",25
"6640","squat",1
"6641","squatted",1
"6642","squeezed",1
"6643","squire",1
"6644","st",82
"6645","stabbed",1
"6646","stable",9
"6647","stables",1
"6648","staccato",1
"6649","staff",1
"6650","stage",4
"6651","stages",1
"6652","stagger",1
"6653","staggered",6
"6654","staggering",1
"6655","stagnant",1
"6656","stain",2
"6657","stained",4
"6658","staining",1
"6659","stains",5
"6660","stair",9
"6661","staircases",1
"6662","stairs",14
"6663","stake",3
"6664","stale",1
"6665","stalked",1
"6666","stall",3
"6667","stalls",3
"6668","stammered",2
"6669","stamp",1
"6670","stamped",1
"6671","stamping",1
"6672","stand",8
"6673","standard",1
"6674","standi",1
"6675","standing",23
"6676","standpoint",1
"6677","stands",6
"6678","staples",1
"6679","star",9
"6680","stare",3
"6681","stared",6
"6682","stares",1
"6683","staring",6
"6684","stark",9
"6685","stars",3
"6686","start",13
"6687","started",24
"6688","starting",4
"6689","startled",8
"6690","startling",1
"6691","starving",1
"6692","state",12
"6693","stated",4
"6694","stately",3
"6695","statement",12
"6696","statements",1
"6697","states",7
"6698","station",28
"6699","status",1
"6700","stay",9
"6701","staying",4
"6702","steadily",1
"6703","steadings",1
"6704","steady",1
"6705","steal",1
"6706","stealthily",2
"6707","steam",1
"6708","steamboats",1
"6709","steamed",1
"6710","steamer",1
"6711","steaming",1
"6712","steel",4
"6713","steely",1
"6714","steep",1
"6715","step",24
"6716","stepdaughter",1
"6717","stepdaughter's",1
"6718","stepfather",19
"6719","stepfather's",2
"6720","stepmother",1
"6721","stepped",9
"6722","stepping",3
"6723","steps",25
"6724","stern",1
"6725","sterner",1
"6726","sternly",2
"6727","stethoscope",1
"6728","stevedore",1
"6729","stevenson",1
"6730","stick",5
"6731","sticking",2
"6732","sticks",2
"6733","stiff",2
"6734","stiffness",1
"6735","stile",2
"6736","still",80
"6737","stillness",2
"6738","stimulant",1
"6739","stirred",1
"6740","stirring",3
"6741","stock",5
"6742","stocked",1
"6743","stoke",11
"6744","stole",2
"6745","stolen",5
"6746","stone",31
"6747","stoner",19
"6748","stones",7
"6749","stood",35
"6750","stool",1
"6751","stoop",1
"6752","stooped",2
"6753","stooping",1
"6754","stop",9
"6755","stoper",6
"6756","stopped",8
"6757","stopping",1
"6758","stored",1
"6759","storied",2
"6760","stories",4
"6761","storm",2
"6762","stormy",1
"6763","story",35
"6764","stout",7
"6765","stoutly",1
"6766","straggling",1
"6767","straight",8
"6768","straighten",2
"6769","straightened",2
"6770","strain",2
"6771","straining",1
"6772","strand",1
"6773","strange",46
"6774","stranger",6
"6775","strangers",2
"6776","strangest",1
"6777","straw",2
"6778","strayed",1
"6779","streaked",1
"6780","stream",5
"6781","streamed",2
"6782","streaming",1
"6783","streatham",4
"6784","street",83
"6785","streets",12
"6786","strength",11
"6787","strengthen",2
"6788","strenuously",1
"6789","stress",1
"6790","stretch",1
"6791","stretched",9
"6792","stretching",3
"6793","stricken",3
"6794","strict",2
"6795","stride",2
"6796","striding",1
"6797","strike",9
"6798","strikes",3
"6799","striking",5
"6800","strip",1
"6801","stripes",1
"6802","stripped",1
"6803","striving",1
"6804","strode",2
"6805","stroke",2
"6806","stroll",1
"6807","strolled",3
"6808","strong",35
"6809","stronger",3
"6810","strongest",3
"6811","strongly",5
"6812","stroud",1
"6813","struck",24
"6814","struggle",5
"6815","struggled",3
"6816","struggling",2
"6817","stuck",2
"6818","studied",2
"6819","studies",1
"6820","study",10
"6821","studying",1
"6822","stuff",1
"6823","stuffed",1
"6824","stuffs",1
"6825","stumbled",1
"6826","stump",3
"6827","stupefying",1
"6828","stupid",1
"6829","stupidity",1
"6830","sturdy",1
"6831","style",3
"6832","suavely",2
"6833","subdued",2
"6834","subduing",1
"6835","subject",12
"6836","subjected",1
"6837","submit",3
"6838","submitted",4
"6839","subsided",1
"6840","substitution",1
"6841","subtle",5
"6842","suburb",1
"6843","suburban",3
"6844","succeed",4
"6845","succeeded",4
"6846","success",10
"6847","successes",1
"6848","successful",7
"6849","successfully",1
"6850","succession",2
"6851","successive",3
"6852","successors",1
"6853","succinct",1
"6854","such",112
"6855","sucked",1
"6856","sudden",16
"6857","suddenly",47
"6858","suffer",4
"6859","suffered",2
"6860","sufferer",2
"6861","suffering",1
"6862","sufficed",1
"6863","sufficient",6
"6864","suggest",8
"6865","suggested",9
"6866","suggestive",9
"6867","suggestiveness",1
"6868","suggests",1
"6869","suicide",5
"6870","suit",10
"6871","suite",3
"6872","suited",3
"6873","suitor",1
"6874","suits",2
"6875","sulking",1
"6876","sullenly",1
"6877","sum",14
"6878","summarily",1
"6879","summarise",1
"6880","summer",3
"6881","summoned",2
"6882","summons",2
"6883","summonses",1
"6884","sums",3
"6885","sun",7
"6886","sunbeam",1
"6887","sunburnt",1
"6888","sunday",1
"6889","sundial",5
"6890","sundials",1
"6891","sunk",9
"6892","sunlight",1
"6893","sunset",1
"6894","sunshine",1
"6895","superb",1
"6896","superior",2
"6897","superscribed",1
"6898","superscription",1
"6899","supper",7
"6900","supplementing",1
"6901","supplied",1
"6902","supplier",1
"6903","suppliers",1
"6904","supply",5
"6905","supporters",1
"6906","supporting",1
"6907","suppose",19
"6908","supposed",1
"6909","supposing",1
"6910","supposition",1
"6911","suppressing",1
"6912","sure",43
"6913","surely",10
"6914","surest",1
"6915","surface",2
"6916","surgeon",3
"6917","surgeon's",1
"6918","surly",1
"6919","surmise",2
"6920","surpliced",1
"6921","surprise",16
"6922","surprised",17
"6923","surrey",5
"6924","surrounded",3
"6925","surroundings",1
"6926","surrounds",1
"6927","surveyed",1
"6928","survived",1
"6929","survivor",2
"6930","suspect",2
"6931","suspected",3
"6932","suspecting",2
"6933","suspended",1
"6934","suspicion",8
"6935","suspicions",3
"6936","suspicious",5
"6937","sussex",1
"6938","sutherland",10
"6939","sutherland's",1
"6940","swag",1
"6941","swain",2
"6942","swamp",1
"6943","swan",2
"6944","swandam",8
"6945","swarm",2
"6946","swash",1
"6947","swayed",1
"6948","swaying",1
"6949","swear",6
"6950","sweat",1
"6951","sweating",2
"6952","sweep",1
"6953","sweeping",2
"6954","sweet",7
"6955","sweetheart",3
"6956","sweetly",1
"6957","sweetness",1
"6958","swelled",1
"6959","swept",6
"6960","swift",3
"6961","swiftly",14
"6962","swim",1
"6963","swimmer",1
"6964","swimming",1
"6965","swindon",1
"6966","swing",2
"6967","swinging",6
"6968","swish",1
"6969","swollen",1
"6970","swordsman",1
"6971","swore",2
"6972","sworn",2
"6973","swung",4
"6974","syllables",1
"6975","sympathetic",2
"6976","sympathy",6
"6977","symptom",1
"6978","symptoms",2
"6979","synthesis",1
"6980","system",4
"6981","systematic",1
"6982","t",2
"6983","table",51
"6984","tack",1
"6985","tackle",2
"6986","tags",1
"6987","tail",6
"6988","tailed",1
"6989","tailing",1
"6990","tailless",1
"6991","tails",1
"6992","take",79
"6993","taken",28
"6994","takes",5
"6995","taketh",1
"6996","taking",16
"6997","takings",3
"6998","tale",4
"6999","talent",1
"7000","tales",3
"7001","talk",20
"7002","talked",6
"7003","talker",1
"7004","talking",9
"7005","tall",12
"7006","taller",1
"7007","tallied",1
"7008","tallish",1
"7009","tallow",3
"7010","tangible",1
"7011","tangle",1
"7012","tangled",4
"7013","tankerville",1
"7014","tap",3
"7015","tapped",3
"7016","tapping",5
"7017","task",6
"7018","tassel",1
"7019","taste",3
"7020","tattered",2
"7021","tattoo",1
"7022","tattooed",1
"7023","tawny",1
"7024","tax",2
"7025","tea",3
"7026","teach",1
"7027","tear",2
"7028","tearing",3
"7029","tears",1
"7030","technical",1
"7031","teeth",4
"7032","teetotaler",1
"7033","telegram",5
"7034","telegraph",1
"7035","telephone",1
"7036","tell",99
"7037","teller",1
"7038","telling",6
"7039","tells",1
"7040","temper",5
"7041","temperament",1
"7042","temperate",1
"7043","tempered",1
"7044","temple",4
"7045","temples",1
"7046","temporary",2
"7047","temptation",2
"7048","tempted",1
"7049","ten",30
"7050","tenable",1
"7051","tenacious",1
"7052","tenant",1
"7053","tend",2
"7054","tended",1
"7055","tendencies",1
"7056","tender",3
"7057","tenfold",1
"7058","tennessee",1
"7059","tense",1
"7060","tension",3
"7061","tents",1
"7062","term",1
"7063","terminated",1
"7064","termination",1
"7065","terms",3
"7066","terraced",1
"7067","terrible",15
"7068","terribly",5
"7069","terrified",3
"7070","terror",7
"7071","terrorising",1
"7072","terse",1
"7073","test",6
"7074","testament",2
"7075","tested",1
"7076","texas",1
"7077","text",1
"7078","texture",1
"7079","thames",1
"7080","than",158
"7081","thank",26
"7082","thanking",1
"7083","thanks",2
"7084","that",1744
"7085","that's",8
"7086","the",5630
"7087","theft",1
"7088","their",97
"7089","theirs",1
"7090","them",146
"7091","them's",1
"7092","themselves",4
"7093","then",367
"7094","theological",1
"7095","theoretical",1
"7096","theories",7
"7097","theorize",1
"7098","theory",9
"7099","there",503
"7100","there's",12
"7101","thereby",1
"7102","therefore",15
"7103","therein",1
"7104","these",80
"7105","they",199
"7106","thick",14
"7107","thickening",1
"7108","thicket",1
"7109","thickly",1
"7110","thickness",1
"7111","thief",6
"7112","thieves",3
"7113","thin",21
"7114","thing",47
"7115","things",27
"7116","think",174
"7117","thinker",2
"7118","thinking",7
"7119","thinks",4
"7120","thinness",1
"7121","third",16
"7122","thirty",15
"7123","this",488
"7124","thither",1
"7125","thoreau's",1
"7126","thoroughfare",2
"7127","thoroughly",9
"7128","those",66
"7129","though",63
"7130","thought",77
"7131","thoughtful",2
"7132","thoughtfully",3
"7133","thoughtless",1
"7134","thoughts",6
"7135","thousand",7
"7136","thousands",3
"7137","thread",1
"7138","threadneedle",2
"7139","threat",1
"7140","threaten",1
"7141","threatened",6
"7142","threatening",1
"7143","threatens",2
"7144","threats",1
"7145","three",71
"7146","threshold",3
"7147","thresholds",1
"7148","threw",29
"7149","thrill",1
"7150","thrilling",1
"7151","throat",6
"7152","throats",1
"7153","throbbed",1
"7154","throbbing",1
"7155","through",91
"7156","throughout",1
"7157","throw",11
"7158","throwing",13
"7159","thrown",10
"7160","throws",3
"7161","thrust",11
"7162","thrusting",2
"7163","thud",1
"7164","thudding",1
"7165","thumb",17
"7166","thumped",1
"7167","thursday",2
"7168","thus",4
"7169","tiara",1
"7170","ticket",1
"7171","tickets",2
"7172","ticking",1
"7173","tide",9
"7174","tidy",1
"7175","tie",5
"7176","tied",5
"7177","tiger",1
"7178","tight",1
"7179","tightly",3
"7180","till",2
"7181","tilted",1
"7182","timbered",1
"7183","time",151
"7184","times",18
"7185","timid",2
"7186","tin",1
"7187","tinge",1
"7188","tinged",1
"7189","tiniest",1
"7190","tinker's",1
"7191","tint",5
"7192","tinted",8
"7193","tiny",2
"7194","tip",1
"7195","tips",5
"7196","tiptoes",2
"7197","tire",1
"7198","tired",2
"7199","tissue",1
"7200","title",2
"7201","to",2743
"7202","toast",1
"7203","tobacco",8
"7204","tobacconist",1
"7205","toe",3
"7206","together",35
"7207","token",1
"7208","told",50
"7209","toller",15
"7210","tollers",1
"7211","tomboy",1
"7212","tomfoolery",1
"7213","tomorrow",1
"7214","tone",2
"7215","tones",2
"7216","tongs",1
"7217","tongue",4
"7218","tonnage",1
"7219","tons",1
"7220","too",82
"7221","took",87
"7222","tool",1
"7223","tools",1
"7224","tooth",2
"7225","top",14
"7226","topic",1
"7227","topped",1
"7228","tops",1
"7229","tore",5
"7230","torn",4
"7231","tortured",1
"7232","tossed",5
"7233","tossing",2
"7234","total",1
"7235","tottenham",4
"7236","tottering",1
"7237","touch",9
"7238","touched",6
"7239","touching",1
"7240","tout",3
"7241","towards",20
"7242","tower",1
"7243","town",23
"7244","towns",1
"7245","toy",2
"7246","trace",7
"7247","traced",6
"7248","traces",12
"7249","track",9
"7250","tracks",5
"7251","trade",4
"7252","tradesman",1
"7253","tradesmen",1
"7254","tradesmen's",3
"7255","tradespeople",1
"7256","traditions",1
"7257","trafalgar",1
"7258","traffic",2
"7259","tragedy",6
"7260","tragic",1
"7261","trail",1
"7262","train",21
"7263","trained",4
"7264","training",3
"7265","trains",1
"7266","tramped",1
"7267","trampled",2
"7268","transaction",1
"7269","transferred",2
"7270","transform",1
"7271","transformed",1
"7272","transformer",1
"7273","transition",1
"7274","transmit",1
"7275","transparent",2
"7276","transpired",2
"7277","transverse",1
"7278","trap",13
"7279","travel",3
"7280","travelled",6
"7281","traveller",2
"7282","travellers",1
"7283","travelling",2
"7284","travels",1
"7285","tray",1
"7286","treachery",2
"7287","tread",3
"7288","treasure",4
"7289","treat",3
"7290","treated",4
"7291","treatises",1
"7292","treatment",1
"7293","treble",2
"7294","tree",6
"7295","trees",8
"7296","trembling",3
"7297","tremor",1
"7298","trepoff",1
"7299","trespasser",1
"7300","tresses",2
"7301","trials",1
"7302","triangular",1
"7303","trick",5
"7304","tricked",1
"7305","tricks",1
"7306","tricky",1
"7307","tried",13
"7308","trifle",4
"7309","trifles",2
"7310","trifling",4
"7311","trim",2
"7312","trimly",1
"7313","trimmed",2
"7314","trincomalee",1
"7315","trip",1
"7316","trite",1
"7317","triumph",1
"7318","triumphant",1
"7319","trivial",9
"7320","trooped",1
"7321","troopers",1
"7322","trophy",1
"7323","tropics",1
"7324","trouble",12
"7325","troubled",3
"7326","troubles",4
"7327","troubling",1
"7328","trough",3
"7329","trouser",1
"7330","trousers",7
"7331","trout",1
"7332","trove",1
